실행순서,실행묶음,하위검증유형,비교기간유형,기간형태,필요공식값,계산규칙,좌표난이도,원문수치구성,공식조회경로,현재실행준비,완료판정기준,Claim번호,원문,현재결과상태,실패원인코드,대표분류,기본검증방법,기사작성일,지표,기사값,단위,기준시점,주기,공식자료경로,실패단계,실패원인_쉬운설명,추가처리조건,분류근거,분류방식,분류확신도,기사번호,문장번호,분야,지역,대상집단,차원,비교조건,계산방식,조건,출처힌트,현재판정,세부문제유형,남은작업,공식근거URL,실행일시,개선후상태,해결여부,공식좌표,공식값,공표근거,응답해시,남은원인,검토메모,원문수치개수,원문수치표현,원문수치목록JSON,미포함숫자위치JSON,목록화상태
5,D5 누계 직접값,정확한 값 직접 비교,누계,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00922_28,"월간 취업자 수는 지난해 12월 5만2000명 줄었다가, 올해 들어서는 1월(13만5000명)과 2월 두 달 연속 증가했다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-03-12,취업자 수,52000,명,2024-12,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00922,28,,,,,"{""claimed_operands"": ""[{'raw': '13만5000명', 'value': 135000.0, 'unit': '명'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,6,12월 | 5만2000명 | 1월 | 13만5000명 | 2월 | 두 달,"[{""mention_id"":""n1"",""expression"":""12월"",""start"":14,""end"":17,""context"":""월간 취업자 수는 지난해 12월 5만2000명 줄었다가, 올해 들어서는 1"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""5만2000명"",""start"":18,""end"":25,""context"":""월간 취업자 수는 지난해 12월 5만2000명 줄었다가, 올해 들어서는 1월(13만500"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""1월"",""start"":40,""end"":42,""context"":""월 5만2000명 줄었다가, 올해 들어서는 1월(13만5000명)과 2월 두 달 연속 증가"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""13만5000명"",""start"":43,""end"":51,""context"":""만2000명 줄었다가, 올해 들어서는 1월(13만5000명)과 2월 두 달 연속 증가했다."",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""2월"",""start"":54,""end"":56,""context"":"", 올해 들어서는 1월(13만5000명)과 2월 두 달 연속 증가했다."",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""두 달"",""start"":57,""end"":60,""context"":""해 들어서는 1월(13만5000명)과 2월 두 달 연속 증가했다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01037_8,올해 들어 지난 20일까지 누계 무역 수지는 35억달러 흑자였다.,HOLD,AS_OF_UNAVAILABLE,직접값 확인,직접값 확인,2025-03-21,무역수지,3500000000,달러,2025,Y,KOSIS 정규 통계표,공식값·공표정보 조회,기사 작성 시점에 공식값이 공표됐는지 확인하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=VALUE_ARTICLE_TIME_UNAVAILABLE | 최신결과사유=AS_OF_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01037,8,,,,,,DIRECT_VALUE,,,UNDETERMINED,VALUE_ARTICLE_TIME_UNAVAILABLE,AS_OF_UNAVAILABLE,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=134&tblId=DT_134001_001&itmId=T005&prdSe=Y&startPrdDe=2025&endPrdDe=2025&objL1=DATA,,,,,,,,,,2,20일 | 35억달러,"[{""mention_id"":""n1"",""expression"":""20일"",""start"":9,""end"":12,""context"":""올해 들어 지난 20일까지 누계 무역 수지는 35억달러 흑자였다."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""35억달러"",""start"":25,""end"":30,""context"":""해 들어 지난 20일까지 누계 무역 수지는 35억달러 흑자였다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 6개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01190_5,"소비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가, 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기록했다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-02,소비자물가 상승률,1.6,%,2024-09,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01190,5,,,,,"{""claimed_operands"": ""[{'raw': '1.9%', 'value': 1.9, 'unit': '%'}, {'raw': '4개', 'value': 4.0, 'unit': '개'}, {'raw': '1%', 'value': 1.0, 'unit': '%'}, {'raw': '2.2%', 'value': 2.2, 'unit': '%'}, {'raw': '2%', 'value': 2.0, 'unit': '%'}, {'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,12,9월 | 1.6% | 12월 | 1.9% | 4개월 | 1% | 1월 | 2.2% | 2월 | 2% | 세 달 | 2%,"[{""mention_id"":""n1"",""expression"":""9월"",""start"":10,""end"":12,""context"":""소비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1.6%"",""start"":13,""end"":17,""context"":""소비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""12월"",""start"":21,""end"":24,""context"":""소비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1.9%"",""start"":25,""end"":29,""context"":""비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가, 올해 "",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""4개월"",""start"":33,""end"":36,""context"":"" 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가, 올해 들어 지난 1"",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""1%"",""start"":38,""end"":40,""context"":"".6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가, 올해 들어 지난 1월(2."",""role_status"":""미분류""},{""mention_id"":""n7"",""expression"":""1월"",""start"":59,""end"":61,""context"":""월간 1%대를 유지하다가, 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연"",""role_status"":""미분류""},{""mention_id"":""n8"",""expression"":""2.2%"",""start"":62,""end"":66,""context"":""1%대를 유지하다가, 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2"",""role_status"":""미분류""},{""mention_id"":""n9"",""expression"":""2월"",""start"":69,""end"":71,""context"":""하다가, 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기"",""role_status"":""미분류""},{""mention_id"":""n10"",""expression"":""2%"",""start"":72,""end"":74,""context"":"", 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기록했다"",""role_status"":""미분류""},{""mention_id"":""n11"",""expression"":""세 달"",""start"":80,""end"":83,""context"":""지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기록했다."",""role_status"":""미분류""},{""mention_id"":""n12"",""expression"":""2%"",""start"":89,""end"":91,""context"":""%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기록했다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(대상집단·차원),수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01359_1,"0 올해 1분기(1~3월) 25~34세 청년층 취업자 수가 3만명 넘게 감소하며, 지난 2021년 1분기에 5만4000명 줄어든 이후 4년 만에 감소세로 전환했다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-15,취업자 수,30000,명,2021-Q1,Q,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01359,1,,,청년,"{""raw"": ""{\""연령\"": \""25~34세\""}""}","{""claimed_operands"": ""[{'raw': '5만4000명', 'value': 54000.0, 'unit': '명'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,9,0 | 1분기 | 1~3월 | 25~34세 | 3만명 | 2021년 | 1분기 | 5만4000명 | 4년,"[{""mention_id"":""n1"",""expression"":""0"",""start"":0,""end"":1,""context"":""0 올해 1분기(1~3월) 25~34세 청년층"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1분기"",""start"":5,""end"":8,""context"":""0 올해 1분기(1~3월) 25~34세 청년층 취업자 수가"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""1~3월"",""start"":9,""end"":13,""context"":""0 올해 1분기(1~3월) 25~34세 청년층 취업자 수가 3만명 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""25~34세"",""start"":15,""end"":21,""context"":""0 올해 1분기(1~3월) 25~34세 청년층 취업자 수가 3만명 넘게 감소하며,"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""3만명"",""start"":33,""end"":36,""context"":""1~3월) 25~34세 청년층 취업자 수가 3만명 넘게 감소하며, 지난 2021년 1분기에 "",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""2021년"",""start"":49,""end"":54,""context"":"" 취업자 수가 3만명 넘게 감소하며, 지난 2021년 1분기에 5만4000명 줄어든 이후 4년 "",""role_status"":""미분류""},{""mention_id"":""n7"",""expression"":""1분기"",""start"":55,""end"":58,""context"":""가 3만명 넘게 감소하며, 지난 2021년 1분기에 5만4000명 줄어든 이후 4년 만에 감"",""role_status"":""미분류""},{""mention_id"":""n8"",""expression"":""5만4000명"",""start"":60,""end"":67,""context"":"" 넘게 감소하며, 지난 2021년 1분기에 5만4000명 줄어든 이후 4년 만에 감소세로 전환했다."",""role_status"":""미분류""},{""mention_id"":""n9"",""expression"":""4년"",""start"":75,""end"":77,""context"":""21년 1분기에 5만4000명 줄어든 이후 4년 만에 감소세로 전환했다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01438_11,"2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 밑도는 성장률을 기록해도, 세 번째 분기에는 곧바로 1~2% 성장하는 회복력을 보여줬다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-04-21,경제성장률,2,개,2008,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01438,11,,,,,"{""claimed_operands"": ""[{'raw': '0.1%', 'value': 0.1, 'unit': '%'}, {'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,6,2008년 | 2020년 | 2개 | 0.1% | 세 번째 | 1~2%,"[{""mention_id"":""n1"",""expression"":""2008년"",""start"":0,""end"":5,""context"":""2008년 금융 위기 때나 2020년 코로나 위기 때"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2020년"",""start"":15,""end"":20,""context"":""2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2개"",""start"":31,""end"":33,""context"":""융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 밑도는 성장률을 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""0.1%"",""start"":42,""end"":46,""context"":""0년 코로나 위기 때도 2개 분기 연속으로 0.1%를 밑도는 성장률을 기록해도, 세 번째 분기"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""세 번째"",""start"":63,""end"":67,""context"":""으로 0.1%를 밑도는 성장률을 기록해도, 세 번째 분기에는 곧바로 1~2% 성장하는 회복력을"",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""1~2%"",""start"":77,""end"":81,""context"":""장률을 기록해도, 세 번째 분기에는 곧바로 1~2% 성장하는 회복력을 보여줬다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01480_8,"2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 하회하는 성장률을 기록했지만, 세 번째 분기에는 곧바로 1~2% 성장했었다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-24,경제성장률,2,개,2008,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01480,8,,,,,"{""claimed_operands"": ""[{'raw': '0.1%', 'value': 0.1, 'unit': '%'}, {'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,6,2008년 | 2020년 | 2개 | 0.1% | 세 번째 | 1~2%,"[{""mention_id"":""n1"",""expression"":""2008년"",""start"":0,""end"":5,""context"":""2008년 금융 위기 때나 2020년 코로나 위기 때"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2020년"",""start"":15,""end"":20,""context"":""2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2개"",""start"":31,""end"":33,""context"":""융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 하회하는 성장률을"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""0.1%"",""start"":42,""end"":46,""context"":""0년 코로나 위기 때도 2개 분기 연속으로 0.1%를 하회하는 성장률을 기록했지만, 세 번째 "",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""세 번째"",""start"":65,""end"":69,""context"":"" 0.1%를 하회하는 성장률을 기록했지만, 세 번째 분기에는 곧바로 1~2% 성장했었다."",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""1~2%"",""start"":79,""end"":83,""context"":""률을 기록했지만, 세 번째 분기에는 곧바로 1~2% 성장했었다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01496_11,"한국은행은 올해 1분기(1~3월) 경제성장률이 전 분기 대비 -0.2%... 이창용 한은 총재, ""추경 12조, 성장률 0.1%포인트 높일 것...올해 성장률 상당히 낮아질 가능성"" 이창용 한국은행 총재는 17일 “추가경정예산(추경)을 12조원 규모로 집행하면 성장률을 0.1%포인트 높이는 효과가 있을 것”이라고 했다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-26,경제성장률,0.1,%p,2025-Q1,Q,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01496,11,,전국,,,"{""claimed_operands"": ""[{'raw': '0.2%', 'value': 0.2, 'unit': '%'}, {'raw': '12조원', 'value': 12000000000000.0, 'unit': '원'}, {'raw': '0.1%포인트', 'value': 0.1, 'unit': '%p'}]""}",DIRECT_VALUE,,한국은행,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,8,1분기 | 1~3월 | -0.2% | 12조 | 0.1%포인트 | 17일 | 12조원 | 0.1%포인트,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":9,""end"":12,""context"":""한국은행은 올해 1분기(1~3월) 경제성장률이 전 분기 대비 -0"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1~3월"",""start"":13,""end"":17,""context"":""한국은행은 올해 1분기(1~3월) 경제성장률이 전 분기 대비 -0.2%.."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""-0.2%"",""start"":34,""end"":39,""context"":""분기(1~3월) 경제성장률이 전 분기 대비 -0.2%... 이창용 한은 총재, \""추경 12조, "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""12조"",""start"":58,""end"":61,""context"":""-0.2%... 이창용 한은 총재, \""추경 12조, 성장률 0.1%포인트 높일 것...올해 "",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""0.1%포인트"",""start"":67,""end"":74,""context"":""이창용 한은 총재, \""추경 12조, 성장률 0.1%포인트 높일 것...올해 성장률 상당히 낮아질 가"",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""17일"",""start"":115,""end"":118,""context"":""히 낮아질 가능성\"" 이창용 한국은행 총재는 17일 “추가경정예산(추경)을 12조원 규모로 집"",""role_status"":""미분류""},{""mention_id"":""n7"",""expression"":""12조원"",""start"":132,""end"":136,""context"":""은행 총재는 17일 “추가경정예산(추경)을 12조원 규모로 집행하면 성장률을 0.1%포인트 높"",""role_status"":""미분류""},{""mention_id"":""n8"",""expression"":""0.1%포인트"",""start"":151,""end"":158,""context"":""추경)을 12조원 규모로 집행하면 성장률을 0.1%포인트 높이는 효과가 있을 것”이라고 했다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01584_4,"올해 들어 소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 달 연속으로 2%대를 유지하고 있다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-05-02,소비자물가 상승률,2.2,%,2025-01,M,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01584,4,,,,,"{""claimed_operands"": ""[{'raw': '2.0%', 'value': 2.0, 'unit': '%'}, {'raw': '2.1%', 'value': 2.1, 'unit': '%'}, {'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,8,1월 | 2.2% | 2월 | 2.0% | 3월 | 2.1% | 4월 | 2%,"[{""mention_id"":""n1"",""expression"":""1월"",""start"":16,""end"":18,""context"":""올해 들어 소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2.2%"",""start"":19,""end"":23,""context"":""올해 들어 소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), "",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2월"",""start"":27,""end"":29,""context"":""들어 소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""2.0%"",""start"":30,""end"":34,""context"":""소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 "",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""3월"",""start"":37,""end"":39,""context"":""지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 달 연속으"",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""2.1%"",""start"":40,""end"":44,""context"":""1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 달 연속으로 2%대"",""role_status"":""미분류""},{""mention_id"":""n7"",""expression"":""4월"",""start"":51,""end"":53,""context"":""2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 달 연속으로 2%대를 유지하고 있다"",""role_status"":""미분류""},{""mention_id"":""n8"",""expression"":""2%"",""start"":65,""end"":67,""context"":"".1%), 그리고 4월까지 넉 달 연속으로 2%대를 유지하고 있다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01693_1,올해 1분기(1~3월) 성장률이 -0.2%로 뒷걸음질 쳤던 우리 경제가 세계 주요국 중 1분기에 성장이 가장 더뎠던 것으로 나타났다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-05-11,경제성장률,0.2,%,2025-Q1,Q,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01693,1,,,,,,DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,4,1분기 | 1~3월 | -0.2% | 1분기,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":3,""end"":6,""context"":""올해 1분기(1~3월) 성장률이 -0.2%로 뒷걸음질 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1~3월"",""start"":7,""end"":11,""context"":""올해 1분기(1~3월) 성장률이 -0.2%로 뒷걸음질 쳤던 우리"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""-0.2%"",""start"":18,""end"":23,""context"":""올해 1분기(1~3월) 성장률이 -0.2%로 뒷걸음질 쳤던 우리 경제가 세계 주요국 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1분기"",""start"":49,""end"":52,""context"":""뒷걸음질 쳤던 우리 경제가 세계 주요국 중 1분기에 성장이 가장 더뎠던 것으로 나타났다."",""role_status"":""미분류""}]",[],COMPLETE
5,D5 누계 직접값,정확한 값 직접 비교,누계,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01798_35,"올해 1~4월 우리나라는 스페인에 오징어를 2180톤 수출했는데, 작년 같은 기간에는 스페인에 수출한 오징어가 한 마리도 없었다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-05-19,수출액,2180,톤,2024,Y,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01798,35,,전국,,,,DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,2,1~4월 | 2180톤,"[{""mention_id"":""n1"",""expression"":""1~4월"",""start"":3,""end"":7,""context"":""올해 1~4월 우리나라는 스페인에 오징어를 2180톤 수"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2180톤"",""start"":24,""end"":29,""context"":""올해 1~4월 우리나라는 스페인에 오징어를 2180톤 수출했는데, 작년 같은 기간에는 스페인에 "",""role_status"":""미분류""}]",[],COMPLETE
