기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00006,11,A00006_11,A00006_11,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,49,20,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01278,7,A01278_7,A01278_7,다만 지난해 국내총생산(GDP) 대비 국가 채무 비율은 46.1%로 2023년(46.9%)에 비해서는 0.8%포인트 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,14,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,11,A01285_11,A01285_11,3월 기준으로는 청년 실업률이 10%에 달했던 2021년 3월 이후 4년 만에 가장 높다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,48,14,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,12,A01285_12,A01285_12,지난달 청년층 실업률은 전체 연령대 실업률(3.1%)의 2.4배에 달한다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,48,7,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,16,A01285_16,A01285_16,지난달 쉬었음 인구는 251만7000명으로 1년 전 대비 7만1000명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,2,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,19,A01285_19,A01285_19,지난 1분기(1~3월) 월 평균 쉬었음 인구는 46만4000명으로 코로나 대유행이 시작된 2020년 2분기의 직전 최고치(46만1000명)을 고쳐썼다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,21,A01285_21,A01285_21,역대급 실적에도 채용문은 좁히... '쉬었음' 청년 50만명 넘어서... 청년 고용률 49개월 만에 최대 낙폭 지난달 별다른 경제활동을 하지 않고 그냥 ‘쉬었다’고 응답한 청년이 사상 처음으로 50만명을 넘어섰다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,5,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01285,22,A01285_22,A01285_22,"청년층 고용률은 49개월 만에 최대 감소... 작년 박사 딴 10명 중 3명은 '백수', 역대 최고 작년 박사 학위 취득자 10명 중 3명은 일자리를 구하지 못한 것으로 나타났다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,29,9,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01292,1,A01292_1,A01292_1,0 청년 실업률이 지난달 7.5%까지 치솟으며 코로나 위기 때인 2021년 이후 4년 만에 최대치를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,19,4,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01292,8,A01292_8,A01292_8,"특히 건설업 취업자 수는 전년 동월 대비 8.7% 줄었는데, 2013년 관련 통계 작성 이래 최대 감소 폭이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,11,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01292,9,A01292_9,A01292_9,지난 1분기 청년층 가운데 취업이나 구직 활동을 하지 않고 그냥 시간을 보냈다는 ‘쉬었음’ 인구도 46만4000명으로 코로나가 본격적으로 퍼지던 2020년 2분기(46만1000명)를 넘어 역대 최고치를 고쳐 썼다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,22,12,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01313,22,A01313_22,A01313_22,"예를 들어, 2010년 수출 2위였던 중간재인 합성수지는 2024년 6위로 내려앉았고, 당시 6위와 7위였던 편직물과 철강판은 아예 10위권 밖으로 밀려났다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=MISSING | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,35,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01313,24,A01313_24,A01313_24,"2016년에 수출 10위권에 진입한 전자 응용 기기는 배터리 검사 장비, 피부용 의료 기기, 산업용 정밀 기계 등 다양한 첨단 전자 제품이 포함돼 있다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=MISSING | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,35,14,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01313,26,A01313_26,A01313_26,2018년 수출 10위권에 진입한 ‘반도체 제조용 장비’도 최신 효자 품목이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,24,6,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01313,28,A01313_28,A01313_28,지정학적인 요인으로 지난해 화장품에 이어 수출 2위 품목에 자동차가 깜짝 등장하기도 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,36,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01316,7,A01316_7,A01316_7,지난 1~10일 대미 수출액은 34억7300만달러로 전년 동기 대비 0.6% 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,42,11,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01349,18,A01349_18,A01349_18,"11일 해외건설협회의 ‘1분기 해외 수... 태국 고속도로·바라카 원전… K건설, 59년만에 수주 1조달러 “놀라운 일을 계획하고 있습니다.” 1963년 1월, 정주영 현대건설 사장은 시무식에서 임직원을 상대로 이렇게 말했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,32,4,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01359,1,A01359_1,A01359_1,"0 올해 1분기(1~3월) 25~34세 청년층 취업자 수가 3만명 넘게 감소하며, 지난 2021년 1분기에 5만4000명 줄어든 이후 4년 만에 감소세로 전환했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,55,27,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01359,3,A01359_3,A01359_3,14일 통계청은 1분기 25~34세 청년층 취업자 수는 528만8000명으로 전년 동기(532만4000명)보다 3만6000명(0.7%) 줄었다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=SOURCE,아니오,4,57,26,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01359,5,A01359_5,A01359_5,"25~34세 취업자는 코로나가 시작된 지난 2020년 2분기(-6만명)부터 2021년 1분기(-5만4000명)까지 줄다, 2021년 2분기(9만5000명)부터 작년 4분기(2000명)까지 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,55,21,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01359,7,A01359_7,A01359_7,"지난 1분기 25~34세 인구는 697만6000명으로, 작년 1분기(697만7000명)와 비슷했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,21,12,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01385,4,A01385_4,A01385_4,"17일 통계청이 발표한 ’2024년 농림어업 조사결과’에 따르면, 2024년 농가 수는 97만 4000가구로 전년(99만9000가구) 대비 2.5% 감소했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,2,28,22,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01385,9,A01385_9,A01385_9,농가 인구 가운데 65세 이상 고령 인구가 차지하는 비율은 지난해 55.8%로 2023년 52.6%보다 3.2%포인트 상승했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,32,17,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01388,4,A01388_4,A01388_4,1분기 기준으로는 2008년(377만8000톤) 이후 17년 만에 최대 수입량이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,15,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01444,4,A01444_4,A01444_4,이는 코로나에 고물가가 겹치며 세계 경기가 위축됐던 2022년 4월(-0.8%포인트) 이후 3년 만에 가장 크게 하향 조정한 것이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,5,35,11,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01455,3,A01455_3,A01455_3,4월 대미 수출이 이 같은 추세로 마감된다면 코로나 시기였던 2020년 5월(-29.4%) 이후 월간 기준 10% 이상 처음 줄어들게 된다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,37,14,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01464,3,A01464_3,A01464_3,"통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 집계됐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,1,2,1,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01478,12,A01478_12,A01478_12,혼인 건수가 늘면서 지난 2월 출생아 수도 2만35명으로 지난해 같은 달 대비 3.2%(622명) 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,43,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01478,3,A01478_3,A01478_3,"통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 지난해 같은 달(1만6948건)보다 14.3% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,1,2,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01480,15,A01480_15,A01480_15,설비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 낮은 수준을 보였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,4,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01480,17,A01480_17,A01480_17,순수출 성장 기여도는 올해 1분기 0.3%포인트로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,30,22,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01496,2,A01496_2,A01496_2,정부가 최근 발표한 12조2000억원 규모 추경안을 놓고 정치권의 증액 요구가 이어진 가운데 올해 1분기(1~3월) 성장률이 전 분기 대비 -0.2%로 집계되자 추경 규모를 늘릴 수 있다고 한 것이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,4,1,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01526,2,A01526_2,A01526_2,1분기 성장률이 -0.2%로 마이너스(-) 성장을 기록하는 등 경기 침체 그늘이 짙어졌기 때문이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,2,39,23,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01528,2,A01528_2,A01528_2,"올해 1분기(1~3월) 성장률이 –0.2%로 마이너스(-) 성장을 하자, 추경 규모를 정부안(12조2000억원)보다 더 늘려야 한다는 국회 요구를 받아들일 수 있음을 시사한 것으로 풀이된다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,13,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01528,6,A01528_6,A01528_6,"하지만 지난 1분기까지 4개 분기 연속 성장률이 0.1%를 밑돌자, 경기 부양에 추가 재정을 투입할 수 있다고 공식화한 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,20,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01539,13,A01539_13,A01539_13,"◇반도체로 2만불, 車로 3만불 시대… ‘4만불 엔진’은 안 보여 1만729달러(1994년)→2만162달러(2005년)→3만667달러(2014년). 한국 경제는 1인당 GDP가 1만달러 간격의 허들을 넘을 때마다 확실한 동력을 갖고 있었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,20,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01539,16,A01539_16,A01539_16,3만달러를 넘은 2014년쯤에는 자동차·화학·정유(차화정)가 반도체와 함께 수출을 쌍끌이했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,10,37,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01555,14,A01555_14,A01555_14,"미 상무부 발표에 따르면 올해 1분기 연방정부 지출은 5.1% 감소했고, 이는 GDP에서 0.25%포인트를 깎아내렸다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,6,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01565,13,A01565_13,A01565_13,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,27,4,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01584,3,A01584_3,A01584_3,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,17,10,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01669,3,A01669_3,A01669_3,"8일 한국수입차협회(KAIDA)에 따르면, BYD가 지난달 국내 출시한 소형 SUV ‘아토3′(543대)가 4월 수입 전기차 판매 1위에 올랐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=MISSING | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,1,28,15,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A01669,5,A01669_5,A01669_5,BYD가 ‘모델Y’와 ‘모델 3′로 작년 수입 전기차 시장 1위와 2위를 모두 차지한 테슬라를 제친 것이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=MISSING | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,1,31,11,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
