기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00018,4,A00018_4,A00018_4,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,12,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02385,5,A02385_5,A02385_5,지난달 소비자 물가 상승 폭은 1월(2.2%) 이후 가장 높다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,51,18,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02388,1,A02388_1,A02388_1,농림축산식품부가 올해 상반기 ‘케이-푸드 플러스(K-Food+)’의 수출액이 지난해 같은 기간보다 7.1% 증가한 66억7000만달러를 기록했다고 3일 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,37,12,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02421,6,A02421_6,A02421_6,올해 상반기 대미 아이스크림 수출액은 2490만달러로 전체 수출액의 38%를 차지했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,6,28,18,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02434,4,A02434_4,A02434_4,"통계청에 따르면, 지난달 가공식품 물가 상승률은 전년 대비 4.6%로, 2023년 11월(5.1%) 이후 19개월 만에 가장 높았다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,3,44,19,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02451,19,A02451_19,A02451_19,한편 1분기 국내총생산(GDP) 대비 가계 부채 비율은 89.4%로 6분기 연속 하락했다고 한은은 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,7,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02451,20,A02451_20,A02451_20,GDP 대비 가계 부채 비율은 2023년 1분기 94.1%를 기록했다가 지난해 1분기 91.3%로 낮아졌고 4분기엔 89.6%를 기록하며 90% 아래로 하락했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,7,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02462,27,A02462_27,A02462_27,"아울러 1분기에 “소폭의 마이너스 성장 가능성도 배제할 수 없는 상황”이라고 했는데, 실제로 그 후 발표된 1분기 국내총생산 증가율이 -0.2%로 나오면서 충격을 줬다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,2,39,6,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02494,18,A02494_18,A02494_18,"이날 관세청은 이달 1~10일 수출이 지난해 같은 기간보다 9.5% 증가한 194억달러(약 27조원), 조업 일수를 고려한 하루 평균 수출액도 9.5% 늘어난 22억8000만달러를 나타냈다고 밝혔다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,35,12,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02584,15,A02584_15,A02584_15,"특히 대미 수출액이 6억8000만달러로, 작년보다 6.3% 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,6,27,18,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02603,1,A02603_1,A02603_1,지난달 소비자물가 상승률이 2.1%를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,36,23,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02603,14,A02603_14,A02603_14,"공공서비스 물가 상승률은 지난달 -3.6%였으나, 이달 상승 전환했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,44,21,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02603,16,A02603_16,A02603_16,개인 서비스 물가 상승률은 지난달 3.1%에서 2.9% 상승으로 상승폭을 축소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,44,18,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02603,18,A02603_18,A02603_18,"다만, 외식 가격은 지난해 같은 기간에 비해 3.4% 상승해 전월 물가상승률(3.1%)보다 상승폭을 키웠다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,88,56,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02605,11,A02605_11,A02605_11,이는 공공서비스 물가 1.2% 상승(전년 동월 대비)으로 이어졌다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,38,20,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02605,20,A02605_20,A02605_20,"공업 제품 물가는 전년 동월 대비 2.2% 오르며, 전체 소비자물가 상승률과 큰 차이를 보이지 않았다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,51,23,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02605,33,A02605_33,A02605_33,근원물가(식료품·에너지 제외 지수)는 전년 동월 대비 2.0% 올라 전월(1.3%)보다 오름폭이 확대됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,22,16,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02605,5,A02605_5,A02605_5,특히 식품 물가가 전년 동월 대비 3.2% 상승한 것으로 나타났다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,44,21,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02614,10,A02614_10,A02614_10,"식료품 및 비주류 음료 물가는 연도별로 2020년 4.4%, 2021년 5.9%, 2022년 5.9%, 2023년 5.5%, 2024년 3.9%로 계속 높은 수준의 상승세를 이어갔다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,44,31,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02624,13,A02624_13,A02624_13,올해 8월 20대 고용률은 60.5%로 전년보다 1.2%포인트(p) 하락했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,28,16,HOLD,SEMANTIC_MATCH,AMBIGUOUS_MARGIN,SEMANTIC,EVIDENCE_CELL:AMBIGUOUS_MARGIN,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,AMBIGUOUS_MARGIN,,,,,,0,,,
A02647,5,A02647_5,A02647_5,임금근로자 중 비정규직 근로자 비중은 38.2%로 전년동월과 동일했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,52,25,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02681,1,A02681_1,A02681_1,지난달 소비자물가 상승률이 2.4%를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,27,8,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02682,10,A02682_10,A02682_10,농산물 물가는 지난해 같은 달 대비 1.1% 가량 상승했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,20,11,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02682,14,A02682_14,A02682_14,국제유가 상승세로 석유류 물가는 4.8% 상승하면서 지난 2월(6.3%) 이후 가장 높은 상승 폭을 보였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,38,15,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02682,8,A02682_8,A02682_8,"외식 물가는 전년 대비 3.0% 상승했고, 외식을 포함한 개인서비스 물가는 3.4% 가량 올랐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,5,56,28,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02702,20,A02702_20,A02702_20,10월 수출은 전년 동월 대비 3.6% 증가에 그쳤다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,24,16,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
A02704,25,A02704_25,A02704_25,지난달 한국은행이 발표한 ’2024년 해외직접투자 동향’에 따르면 작년 해외직접투자는 672억달러로 전년 대비 10.4% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,2,20,10,HOLD,SEMANTIC_MATCH,LOW_SEMANTIC_SCORE,SEMANTIC,EVIDENCE_CELL:LOW_SEMANTIC_SCORE,SEMANTIC_MAPPING~SEMANTIC_MATCH,HOLD,LOW_SEMANTIC_SCORE,,,,,,0,,,
