기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,재분류결과,재분류사유,다음경로,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각,최신결과상태,최신결과단계,최신결과사유,최신개선판정,최신자식Claim번호,최신공식조회여부,최신공식통계표,최신공식좌표,최신공식값,최신계산값,최신판정,최신공표확인,최신공식값출처,최신결과출처,최신실행번호,최신기록시각,반영된결과수,남은작업,현재문제묶음,세부문제유형,세부문제설명,해결방법,처리우선순위,대표실행묶음
A01927,4,A01927_4,A01927_4,다만 5년 후인 2030년에는 한 해 태어난 인구가 40만명에 불과한 2000년대생들이 결혼·출산 적령기가 되기 때문에 저출생 현상이 다시 심화할 가능성이 있다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A01927_4,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:11:29.801353+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A01946,14,A01946_14,A01946_14,"명목 소비 지출에서 물가 상승분을 뺀 실질 소비 지출은 1년 전보다 0.7% 감소했는데, 실질 소비 지출이 감소세로 돌아선 것은 2023년 2분기(-0.5%) 이후 7분기 만이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A01946_14,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:19:23.771577+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A01995,24,A01995_24,A01995_24,"예컨대, 시티는 올해 우리나라의 건설 투자가 전년 대비 -8.5%를 기록할 것으로 내다본다.",,,아니오,0,0,0,HOLD,CATALOG_SEARCH,KOSIS_CATALOG_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_CATALOG_UNAVAILABLE,HOLD,KOSIS_CATALOG_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,,KOSIS_CATALOG_UNAVAILABLE,UNCHANGED,A01995_24,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-23T00:22:22.924938+00:00,1,KOSIS_CATALOG_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_CATALOG_SEARCH,공식 통계표 검색 요청을 완료하지 못함,KOSIS 우선 검색 후 공식 작성기관 보조 경로를 재시도,16,OFFICIAL_CATALOG_SEARCH-001
A02010,1,A02010_1,A02010_1,지난달 소비자 물가 상승률이 5달 만에 1%대로 내려왔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02010_1,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:19:28.956671+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02010,4,A02010_4,A02010_4,4일 통계청에 따르면 5월 소비자 물가 지수는 116.27(2020년을 100으로 본 상대적 지수)로 전년 동월 대비 1.9% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02010_4,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:19:29.772235+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02022,18,A02022_18,A02022_18,"우리나라 역시 GDP 대비 정부 부채 비율이 2000년부터 2023년까지 34.6%포인트 늘었는데, 고령화와 관련이 높은 사회수혜금(44.5%포인트), 사회보장현물(49.8%) 지출이 큰 영향을 끼쳤다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,14,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02022_18,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:12:23.827051+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,18,A02096_18,A02096_18,"일도, 구직 활동도 하지 않은 채 그냥 시간을 보냈다는 ‘쉬었음’ 인구는 지난달 239만명으로 전년 동월 대비 5만6000명 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_18,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:12:18.130373+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,19,A02096_19,A02096_19,20대 쉬었음 인구는 37만8000명으로 전년 동월 대비 1만2000명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_19,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:12:22.948460+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,3,A02096_3,A02096_3,"11일 통계청의 ‘2025년 5월 고용동향’에 따르면, 지난달 취업자는 2916만명으로 전년 동월 대비 24만5000명 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_3,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:55:04.265711+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,4,A02096_4,A02096_4,"보건업·사회복지서비스업(+23만3000명), 금융·보험업(+7만2000명) 등에서 취업자가 큰 폭으로 늘어나면서 취업자가 26만명 넘게 늘어난 작년 4월 이후 처음으로 취업자가 20만명 이상 불었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_4,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:55:13.339087+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,5,A02096_5,A02096_5,하지만 전체 취업자의 15% 이상을 차지하는 취업자 수 1위 업종인 제조업 분야 취업자는 전년 동월 대비 6만7000명 줄어 작년 7월 이후 11달 연속 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_5,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:55:14.479920+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02096,8,A02096_8,A02096_8,내수 부진 여파로 지난달 숙박·음식점업 취업자도 6만7000명 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02096_8,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:55:16.824532+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02111,28,A02111_28,A02111_28,"지난달 고령층이 많이 일하는 보건·사회복지서비스업 취업자는 1년 전보다 23만3000명 늘었지만, 청년층이 선호하는 제조업 취업자는 6만7000명 줄어 작년 7월부터 11개월 연속 감소했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,5,20,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02111_28,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:56:11.971650+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02111,4,A02111_4,A02111_4,"11일 통계청이 발표한 ‘5월 고용동향’에 따르면, 지난달 취업자는 2916만명으로 전년 동월 대비 24만5000명 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,1,1,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02111_4,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:55:29.390896+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02167,21,A02167_21,A02167_21,"15일 통계청 국가 통계 포털에 따르면, 지난달 외식 부문 물가를 5년 전인 2020년 5월과 비교하면 24.8% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,아니오,3,22,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02167_21,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:22:44.442892+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02179,7,A02179_7,A02179_7,특히 아랍에미리트는 2031년까지 GDP의 40%를 AI 산업에서 창출하겠다고 한다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,14,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02179_7,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:05:16.729605+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02181,14,A02181_14,A02181_14,"15년 전인 2010년 4월 기준 두 집단 사이의 실업률 차이가 8.7%포인트에 달했지만, 올해 4월에는 그 차이가 1.6%포인트로 크게 줄었다는 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,19,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02181_14,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:56:13.797501+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02184,12,A02184_12,A02184_12,작년까지만 해도 전문대 졸업자 실업률(4.8%)이 고졸 실업률(5.1%)보다 낮았다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,19,7,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02184_12,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:56:31.756768+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02203,10,A02203_10,A02203_10,"구체적으로 올해 4월 기준 투입 물가의 누적 상승률이 가공식품 30.4%, 외식 24.1%, 외식 외 개인 서비스 17.4% 등이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02203_10,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:22:57.813153+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02203,2,A02203_2,A02203_2,"18일 한국은행이 발표한 ‘최근 가공식품 등 생활 물가 흐름과 수준에 대한 평가’ 보고서에 따르면, 코로나 유행기였던 2020년부터 올해 5월까지 소비자물가가 15.9% 오르는 동안 생활 물가는 19.1% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02203_2,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:22:51.248147+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
A02203,5,A02203_5,A02203_5,생활 물가와 소비자물가 차이는 작년 상반기 0.6%포인트에서 하반기 0.1%포인트로 줄었다가 올해 1~5월 0.4%포인트로 다시 확대되는 추세다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,HOLD,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,,,,,,1,,,,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,UNCHANGED,A02203_5,아니오,,,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:22:54.208573+00:00,1,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,OFFICIAL_METADATA_LOOKUP,찾은 통계표의 항목·기간·분류 구조를 가져오지 못함,공식 표 구조 조회를 재시도하고 대체 공식 메타데이터 경로를 확인,3,
