Claim번호,기사번호,문장번호,기사일,원문,원래시점,복구시점,개선전상태,개선후상태,복구판정,복구사유
A02690_2,A02690,2,2025-11-05,특히 30대에서 ‘쉬었음 인구’가 두드러지게 늘어나면서 원하는 일자리를 찾지 못해 구직을 단념한 인구가 확산하는 모양새다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02696_27,A02696,27,2025-11-07,충북도 인구(159만명) 3명 중 1명꼴이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02700_36,A02700,36,2025-11-08,당시 남녀 17만5177명(인구의 0.8%)이 신체 불구자로 집계됐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02700_38,A02700,38,2025-11-08,1930년 인구의 77.8%가 문맹이었다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02700_67,A02700,67,2025-11-08,인구주택총조사는 전 국민을 대상으로 하는 전수조사와 전국 가구의 20%를 뽑아 진행하는 표본조사로 나눠 진행된다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00023_6,A00023,6,2025-01-02,이런 가운데 정부는 소비자 물가 상승률도 한국은행의 물가 안정 목표치(2%)보다 낮은 1.8%로 내다봤다.,,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00308_17,A00308,17,2025-01-24,그간 고물가와 고금리 부담으로 부진했던 소비가 하반기 들어 물가가 1%대로 내려오고 금리도 낮아지면서 경기 회복세가 빨라질 것으로 봤는데 빗나간 것이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00475_1,A00475,1,2025-02-06,1 고환율·고유가 여파로 소비자물가 상승률이 3개월 연속 상승세를 보이면서 5개월 만에 2%대에 올라섰다.,,,HUMAN_REVIEW,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00475_5,A00475,5,2025-02-06,한국은행의 물가 상승률 목표 2%를 넘어선 것이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00475_9,A00475,9,2025-02-06,한은은 이날 원화 환율 상승이 석유류 가격 등에 영향을 미치며 1월 소비자물가 상승률을 0.1%포인트가량 높였다고 분석했다.,,2025년 1월,HOLD,AUTO_OK,공식조회대상,EXPLICIT_PREVIOUS_MONTH_RECOVERED
A00485_5,A00485,5,2025-02-07,정부가 2개월 더 유류세를 낮추기로 한 이유는 최근 고(高)환율·고유가 여파로 석유류 가격이 오르면서 소비자 물가 상승 폭이 2%대로 커졌기 때문이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00485_7,A00485,7,2025-02-07,휘발유(9.2%)와 경유(5.7%) 등 석유류 가격이 7.3%나 뛰면서 물가 상승률을 끌어올렸다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00655_9,A00655,9,2025-02-20,"구체적으로는 딸기(57.7%), 감귤(26.5%), 멸치(13.9%) 등이 크게 뛰었고, 휴양 콘도(18%) 등의 생산자 물가도 크게 올랐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00669_5,A00669,5,2025-02-21,"사진 생산자 물가 Video Player is loading. Current Time 0:02 / Duration 1:37 Loaded : 37.09% 0:02 Stream Type LIVE Remaining Time - 1:35 1x Chapters descriptions off , selected subtitles settings , opens subtitles settings dialog subtitles off , selected Ladin , selected This is a modal window. Beginning of dialog window. Escape will cancel and close the window. Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps End of dialog window.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00707_13,A00707,13,2025-02-24,특히 변동성이 큰 식품과 에너지 비용을 제외한 핵심 소비자물가 지수는 5.5%나 올랐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00822_5,A00822,5,2025-03-05,"특히 30대 이하 가구에서 체감 물가가 1%포인트 오를 때, 자가 주택 소유 확률이 7.4%포인트쯤 올라 주택 수요가 더 커지는 것으로 나타났다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00958_10,A00958,10,2025-03-15,"2월 확정치 64.7과 비교하면 6.8포인트(10.5%) 감소한 것이라, 앞으로 물가 상승으로 인한 소비 침체가 커질 수 있다는 뜻으로 해석됐다.",,2025년 2월,HOLD,HOLD,보류,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE
A01023_13,A01023,13,2025-03-20,"실업률은 4.3%에서 4.4%로, 물가상승률은 2.5%에서 2.7%로 올렸다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01190_14,A01190,14,2025-04-02,"다만 지출 비중이 높아 소비자들이 가격 변동을 민감하게 느끼는 144품목을 추려서 작성한 생활물가지수는 2.4% 상승하며, 5개월째 전체 물가 상승폭을 넘어섰다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01315_34,A01315,34,2025-04-12,하지만 물가를 뜯어보면 휘발유 가격이 6.3% 내리는 등 경기 침체 우려가 고스란히 반영되어 있다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01629_4,A01629,4,2025-05-06,"같은 달 전체 소비자 물가 상승률은 한국은행의 물가 안정 목표치(2%)를 조금 웃도는 2.1%에 그친 반면, 가공식품 물가 상승률은 거의 두 배 수준으로 치솟은 것이다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01828_17,A01828,17,2025-05-21,최근 미 미시간대가 발표한 소비자 설문 조사에서 ‘1년 후 상품·서비스 물가가 얼마나 올라 있을 것 같은가’라는 질문에 7.3%라는 응답이 나왔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02010_7,A02010,7,2025-06-04,국제 유가 하락 영향으로 휘발유(-3.9%)·경유(-2.6%)·부탄가스(-0.5%)·등유(-3.8%) 등 석유류 물가가 2.3% 떨어진 결과다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02010_11,A02010,11,2025-06-04,농·축·수산물 물가도 0.1% 오르는 데 그쳤다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02010_13,A02010,13,2025-06-04,이두원 통계청 경제동향통계심의관은 “최근 기상호조로 채소류 산지 출하량이 증가했다”며 “유류세 인하율이 축소됐지만 국제 유가가 1년 전에 비해 24.2% 하락하면서 석유류 물가가 내렸다”고 했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02010_14,A02010,14,2025-06-04,"반면 돼지고기(8.4%)와 국산쇠고기(5.3%), 수입쇠고기(5.4%), 계란(3.8%) 등 축산물 가격은 6.2%나 뛰었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02010_19,A02010,19,2025-06-04,외식 물가도 전달에 이어 3.2% 올랐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02018_2,A02018,2,2025-06-05,다만 채소와 과일 값이 하락해 전체 소비자 물가 상승률은 5개월 만에 1%대로 내려앉았다.,,,HUMAN_REVIEW,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02018_5,A02018,5,2025-06-05,"연초 국제 유가가 하락했던 게 국내 휘발유 가격 등에도 영향을 끼치며 석유류 물가가 2.3% 하락했고, 참외(-27.3%), 파(-33.4%), 사과(-11.6%) 등 주요 채소·과일 가격도 떨어졌다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02167_3,A02167,3,2025-06-16,"특히 김밥·햄버거 등 국내 외식 39품목 중 30종 가격은 지난 5년간 20% 넘게 올라, 외식 품목 대부분의 가격 상승률이 같은 기간 소비자물가 상승률(16.9%)을 앞질렀다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A02167_20,A02167,20,2025-06-16,◇5년 새 20% 이상 오른 외식 품목 30가지 음식료품 물가 중 외식 물가는 최근 특히 비상이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02167_23,A02167,23,2025-06-16,"외식 물가를 구성하는 39품목 중에서 김밥(38.3%), 햄버거(37%)가 가장 많이 올랐고, 떡볶이, 자장면 등도 30% 넘게 올랐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02375_1,A02375,1,2025-07-02,6월 소비자 물가가 2.2% 올라 5개월 만에 최고치를 기록했다.,,2025년 6월,HOLD,HOLD,보류,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE
A02375_13,A02375,13,2025-07-02,"통계청이 물가를 집계하는 73개 품목 가운데 빵(6.4%)과 라면(6.9%), 생수(3.7%) 등 62개 품목의 가격이 올랐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02375_17,A02375,17,2025-07-02,농축수산물은 1.5% 오르는 데 그쳤지만 달걀과 닭고기가 5% 넘게 오르면서 축산물 물가 상승률은 4.3%에 달했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02375_27,A02375,27,2025-07-02,다만 변동폭이 큰 식료품과 에너지를 제외한 근원물가 지수는 2% 올랐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02385_31,A02385,31,2025-07-03,외식 물가도 3.1%나 뛰었다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02407_15,A02407,15,2025-07-05,국민의힘이 불참한 채 열린 이날 국회 본회의에서 더불어민... 가공식품 물가 4.6%↑ 새 정부 출범에도 고공행진 6월 소비자 물가가 2.2% 올라 5개월 만에 최고치를 기록했다.,,2025년 6월,HOLD,AUTO_OK,공식조회대상,EXPLICIT_PREVIOUS_MONTH_RECOVERED
A02434_1,A02434,1,2025-07-07,정부와 식품·유통 업계가 먹거리 물가 부담을 낮추기 위해 라면·빵 등을 최대 50% 싸게 파는 대규모 할인 행사를 이달부터 진행하기로 했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02450_27,A02450,27,2025-07-08,"둘째, 국제 원자재 가격이 1.9% 오를 때 국내 물가는 0.12%포인트 상승했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02512_16,A02512,16,2025-07-13,"역대급 더위에 과일 수요... 허리 휘겠네… 가공식품 73 품목 중 62개가 올랐다 대표적인 ‘불황형 소비’ 품목인 계란, 닭고기, 라면 등의 물가가 고공 행진하면서 안 그래도 지갑이 얇아진 소비자들의 밥상 물가 부담이 커지고 ... 고기 대신 계란 프라이... 서글픈 에그플레이션 ‘에그플레이션(Eggflation·계란 값이 상승한다는 의미의 신조어)’이 이어지면서 장바구니 물가 부담이 커지고 있다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02559_14,A02559,14,2025-07-16,"2일 금융감독원에 ... 30대 싱글맘 죽음으로 내몬 불법추심 대부업자 구속기소 유치원생 딸을 키우던 30대 싱글맘에게 고리로 돈을 빌려준 뒤 상환을 독촉하면서 지속적으로 협박해 결국 죽음으로 내몬 사채업자가 구속 상태로 재... ""대부 추심 연락 유예·제한 요청 가능"" 고물가, 경기 침체로 대부업을 이용하는 취약 계층이 늘어나면서 금융감독원이 소비자 유의 사항을 27일 안내했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02575_3,A02575,3,2025-07-18,"이번 캠페인은 음식·친절·물가 등 3개 분야를 중심으로 ▲음식점 3정 실천 운동(정겨운 미소, 정갈한 음식, 정직한 가격) ▲부당 요금·불친절 근절 캠페인 ▲지역 물가 안정 홍보 및 안내물 배부 등으로 진행됐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02603_11,A02603,11,2025-10-02,가공식품 물가는 4.2% 뛰며 전체 물가를 0.36%p 끌어올렸다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02603_15,A02603,15,2025-10-02,공공서비스 물가 상승률은 전체 소비자물가 상승률 중 0.57%p를 끌어올렸다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02605_15,A02605,15,2025-10-02,"다만 축산물과 수산물 물가는 각각 5.4%, 6.4% 상승했다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A02605_19,A02605,19,2025-10-02,"이 외에도 돼지고기(6.3%), 국산 쇠고기(4.8%), 고등어(10.7%) 물가도 상승했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02605_21,A02605,21,2025-10-02,다만 가공식품 물가는 4.2% 오른 것으로 집계됐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02605_30,A02605,30,2025-10-02,국가데이터처에 따르면 9월 물가 상승에는 개인서비스가 1.00%포인트 기여했다.,,2025년 9월,HOLD,HOLD,보류,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE
A02614_3,A02614,3,2025-10-08,같은 기간 전체 소비자 물가지수 상승률(16.2%)보다 7%포인트 가까이 높은 수치다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02614_18,A02614,18,2025-10-08,"다만 연료비, 차량 유지비, 대중교통 요금 등을 포함한 '교통' 물가는 15.9%로 평균을 하회했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02679_12,A02679,12,2025-11-04,"특히 축산물(5.4%), 수산물(6.4%), 가공식품(4.2%), 외식(3.4%) 등 먹거리 가격이 소비자물가보다 상승률이 더 높았다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02681_4,A02681,4,2025-11-04,최근 소비자물가 상승률은 8월 SK텔레콤의 50% 요금 할인으로 1%대로 떨어졌다가 최근 두 달 연속 상승 폭을 확대하는 모습이다.,,,HUMAN_REVIEW,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02681_5,A02681,5,2025-11-04,이번 소비자물가 상승률은 서비스의 기여도(1.35%p)가 가장 컸다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02681_11,A02681,11,2025-11-04,"소비자물가 상승률 중 농축수산물의 기여도는 0.25%p로 다른 항목에 비해 낮았으나, 개별 품목은 크게 올랐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02682_7,A02682,7,2025-11-04,"9월 가공식품 물가 상승률(4.2%)보다는 소폭 낮아지긴 했지만, 품목별로 빵(6.6%), 커피(14.7%) 등의 상승세는 여전했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02682_11,A02682,11,2025-11-04,"배추(-34.5%), 무(-40.5%) 등은 마이너스 물가 상승률을 보였지만, 쌀(21.3%), 사과(21.6%), 달걀(6.9%) 등은 여전히 전체 물가 상승률을 크게 웃돌았다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02682_17,A02682,17,2025-11-04,"소비자물가 상승률은... 김장 물가 안정에 역대 최대 '500억' 투입...배추·무 40% 할인 본격적인 김장철을 앞두고 정부가 소비자 부담 완화를 위해 역대 최대 규모인 500억원을 투입해 김장 재료를 최대 40%까지 할인 지원에 나서기로... 다 비싸졌다… 월세 상승률 10년래 최고, 물가도 껑충 월세, 외식 물가 등이 크게 올라 생활비 부담이 커지는 것은 비정규직 근로자 등 서민의 생활고를 가중시키는 요인으로 꼽힌다.",,,HUMAN_REVIEW,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02688_2,A02688,2,2025-11-05,"한동안 한국은행의 물가 안정 목표치인 2% 안팎을 유지하던 물가 상승률은 쌀, 사과 등이 20% 넘게 뛰는 등 먹거리 물가가 고공 행진하면서 2%대 중반으로 올라섰다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02689_15,A02689,15,2025-11-05,"물가는 오르는데 경기 부진으로 급여가 줄... 햇살론 못 갚는 영세자영업자 등 5만명, 1년 상환 유예 정부가 햇살론 등 정책대출을 갚지 못할 처지에 빠졌을 때 원리금 상환을 유예해 주던 대상자를 이달부터 늘리기로 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00006_13,A00006,13,2025-01-01,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00006_19,A00006,19,2025-01-01,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,,2024년 12월,HOLD,HOLD,보류,MISSING_REQUIRED_SLOTS:condition
A00018_3,A00018,3,2025-01-02,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00029_16,A00029,16,2025-01-03,KG모빌리티도 같은 기간 18.2% 늘어난 6만 2378대를 수출했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00030_14,A00030,14,2025-01-03,이에 정부는 수출 기업에 역대 최대 규모인 360조원의 무역금융을 공급해 대응한다는 방침이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00070_6,A00070,6,2025-01-06,이에 따라 대중 수출액이 대미 수출액보다 52억3500만달러 더 많았다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00070_19,A00070,19,2025-01-06,"1995년 세계무역기구(WTO) 출범... 반도체 수출, 中·홍콩 비율 9%p 이상 줄어 우리나라 수출의 20%가량을 맡고 있는 핵심 품목인 반도체의 ‘수출 지형도’가 눈에 띄게 변한 것으로 나타났다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00076_1,A00076,1,2025-01-06,우리나라 수출의 20%가량을 맡고 있는 핵심 품목인 반도체의 ‘수출 지형도’가 눈에 띄게 변한 것으로 나타났다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00098_9,A00098,9,2025-01-08,그간 트럼프는 모든 수입품에 10~20%의 ‘보편 관세’를 부과하겠다고 공약해 왔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00101_1,A00101,1,2025-01-08,"정부가 다음달 중에 관계부처 합동으로 비상수출대책을 수립하고, 중소·중견기업에 최대 100조원 규모의 무역보험을 공급하기로 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00103_4,A00103,4,2025-01-08,"농식품 수출액이 99억8000만달러로 100억달러 달성을 눈앞에 뒀고, 스마트팜, 반려동물 식품 등 전후방 산업 수출액이 30억5000만달러였다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00105_28,A00105,28,2025-01-09,"23일 한 외제차 직수입 업체는 네이버 블로그... 1억 넘는 테슬라 '사이버트럭' 단점은?… ""세차"" 10만 달러(약 1억3000만원)에 달하는 테슬라의 고가 전기차 ‘사이버트럭’ 소유자들이 가장 힘든 점은 무엇일까?",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00139_4,A00139,4,2025-01-11,트럼프 당선인은 모든 수입품에 10% 내지 20%의 보편 관세를 부과하겠다는 공약을 내세우고 있다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00163_4,A00163,4,2025-01-13,무역수지는 30억 달러 적자다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00185_6,A00185,6,2025-01-15,"당시 수입차 판매량은 1996년 1만315대, 1997년 8136대, 1998년 2075대로 2년 연속 줄었다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00186_4,A00186,4,2025-01-15,전체 수출량에서 친환경차가 차지하는 비율도 32.5%에 달했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00186_7,A00186,7,2025-01-15,현대차·기아의 친환경차 중 가장 많이 수출된 모델은 현대차 투싼 하이브리드(9만3547대)로 집계됐다.,,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00201_18,A00201,18,2025-01-16,"그나마 수출이 경기를 버텨줬는데, 이달 들어 1~10일 수입액이 수출액을 웃돌면서 무역수지가 29억7000만달러 적자를 기록했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00212_31,A00212,31,2025-01-17,"그나마 수출이 버텨줬는데, 이달 들어 1~10일 수입액이 수출액을 웃돌면서 무역수지가 29억7000만달러 적자를 기록했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00268_1,A00268,1,2025-01-21,석유제품·철강 업종 부진과 조업(操業) 일수 감소 등 여파로 새해 첫 20일간 수출액이 316억달러로 1년 전에 비해 5% 넘게 줄었다고 관세청이 밝혔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00268_3,A00268,3,2025-01-21,수입은 1년 전에 비해 1.7% 줄어든 354억원으로 집계돼 38억달러의 무역 적자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00290_2,A00290,2,2025-01-23,이 9개 품목은 한국의 전체 수출액의 약 60%를 차지한다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00290_4,A00290,4,2025-01-23,"트럼프 행정부의 높은 관세와 반도체 지원법(칩스법) 감축 등의 정책으로 인해 반도체, 자동차 등 한국의 9개 품목의 수출이 감소할 것이란 내용이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00298_19,A00298,19,2025-01-23,"이에 따라 성장기여도는 순수출(수출-수입)이 -0.8%포인트에서 0.1%포인트로 올라간 반면, 내수의 성장기여도는 0.8%포인트에서 0%포인트로 떨어졌다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00298_28,A00298,28,2025-01-23,관세청에 따르면 이달 1∼20일 수출액은 316억 달러로 1년 전 같은 기간보다 5.1%(17억 1000만 달러) 감소했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00330_14,A00330,14,2025-01-26,"주요 성분을 비교하면 빽햄은 한돈 85%, 스팸은 수입산 돼지고기 92%대다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00353_17,A00353,17,2025-01-28,대신 개인 소유 수입차 등록 비율이 64.7%(17만305건)로 늘어났다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00394_3,A00394,3,2025-01-31,EX30은 4000만원대에 출시되는 수입 프리미엄 전기차라는 점이 강점으로 꼽힌다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00406_7,A00406,7,2025-02-01,컴퓨터SSD 수출도 두 자릿수(+14.8%) 증가한 8억 달러로 13개월 연속 증가했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00406_10,A00406,10,2025-02-01,다만 자동차 수출은 1월 중 역대 2위 실적을 기록했다고 산업부는 밝혔다.,,2025년 1월,HOLD,HOLD,보류,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE
A00406_13,A00406,13,2025-02-01,다만 주요 시장으로의 일평균 수출은 중동을 제외한 8개 지역에서 플러스를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00407_8,A00407,8,2025-02-01,수입 원유 가격 기준인 두바이유는 직전 주보다 1.1달러 내린 81.4달러를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00433_14,A00433,14,2025-02-03,"자동차 시장조사 업체 카이즈유데이터센터에 따르면, 테슬라의 중형 SUV 모델Y는 판매량이 1년 사이 34.8% 증가하며 수입차 3위를 차지했다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00489_18,A00489,18,2025-02-07,이미 1월 무역수지는 18억9000만달러의 적자로 돌아섰다.,,2025년 1월,HOLD,AUTO_OK,공식조회대상,EXPLICIT_PREVIOUS_MONTH_RECOVERED
A00527_8,A00527,8,2025-02-10,또 부동산 거래 부진으로 양도소득세 수입 역시 9000억원 감소했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00538_11,A00538,11,2025-02-11,무역수지는 22조2900만달러 적자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00540_12,A00540,12,2025-02-11,"수입 감소로 수입품에 붙는 부가가치세가 재추계치 대비 1조5000억원 줄었고, 9월 말 결산 법인의 세수 실적 부진 등 여파로 법인세 세수도 7000억원 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00588_2,A00588,2,2025-02-15,반도체는 우리나라 전체 수출의 약 20%를 차지하는 핵심 주력 산업이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00589_10,A00589,10,2025-02-15,"수입 원유 가격인 두바이유는 직전 주 대비 1L당 0.3원 오른 78.3원이었고, 국제 휘발유 가격은 1.3원 오른 85.5원이었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00628_2,A00628,2,2025-02-18,전체 국세 수입 중 근로소득세 비율도 18%를 넘어 역대 최고를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00630_3,A00630,3,2025-02-18,◇상반기 중소·중견기업 보증·보험료 50% 일괄 할인 18일 최 대행은 정부서울청사에서 수출전략회의를 열었다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00630_11,A00630,11,2025-02-18,특히 수출 100만달러 이하 중소기업 3만5000개 대상으로는 보험료를 90%까지 특별 할인해준다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00636_3,A00636,3,2025-02-18,이에 하이브리드차 수출액은 41.9% 증가한 9.3억 달러로 나타났다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00646_11,A00646,11,2025-02-19,수출 100만달러 이하 중소기업 3만5000개에는 보험료를 90%까지 특별 할인해준다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00654_31,A00654,31,2025-02-20,한국은 자동차와 차 부품이 전체 대미 수출의 30%에 달한다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00673_3,A00673,3,2025-02-21,수입은 1년새 7.7% 늘어난 345억1200만달러로 집계돼 8억400만달러의 무역수지 흑자가 발생했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00673_5,A00673,5,2025-02-21,지난 1~20일 휴일을 제외한 조업(操業) 일수 하루 평균 수출액은 22억8000만달러로 1년 전 대비 2.7% 감소했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00728_17,A00728,17,2025-02-25,"실제로 중소기업중앙회가 지난 10~21일 수출 중소기업 500사를 대상으로 조사해서 발표한 결과, 국내 중소 제조기업 운영자들의 89.8%는 트럼프 2기 행정부의 관세 정책에 대한 마땅한 대응 전략이 없다고 답했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00751_9,A00751,9,2025-02-27,특히 상위 10개 수출 품목 가운데 반도체·자동차·철강 등 한국의 주력 업종은 향후 4년간 수출이 둔화할 가능성이 있다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
