Claim번호,검증집합,원문,기존실패사유,검색지표,측정종류,기사값,단위,기준시점,주기,지역,대상집단,차원조건JSON,검색어JSON,명세준비상태,명세차단사유,파생Claim수,통계개념연결상태,공식통계표검색상태,KOSIS구조정보상태,필수조건검사상태,후보의미비교상태,근거좌표확정상태,공식값조회상태,최종판정단계상태,통계표후보수,근거좌표수,공식값수,공식근거수,최종경로,최종판정,최종사유,최종실패단계,엄격공식판정완료,공식근거URL,공식응답해시
claim_5c09a68c75dde0e2,RULE_DISCOVERY,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,소비자물가지수,INDEX,116.38,지수,2025년 4월,월,,,{},"[""소비자물가지수""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_5f13c1222537880e,RULE_DISCOVERY,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,NO_HARD_GUARD_CANDIDATE,상호출자제한기업집단 지정 기업집단 수,UNKNOWN,46.0,곳,2025년,년,대한민국,기업집단,"{""지정기준"": [""자산총액 11조6000억원 이상""], ""포함기업"": [""두나무""]}","[""상호출자제한기업집단 지정 기업집단 수"", ""자산총액 11조6000억원 이상"", ""두나무"", ""기업집단"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_5f58fe9138cdce63,FINAL_BLIND,,NO_HARD_GUARD_CANDIDATE,취업자,PERSON,1688000.0,명,2025년 상반기,반기,대한민국,비거주복지시설운영업 취업자,"{""industry"": [""비거주복지시설운영업""]}","[""취업자"", ""비거주복지시설운영업"", ""비거주복지시설운영업 취업자"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_67d855f110aaaca9,INTERMEDIATE_VALIDATION,하지만 ‘양질의 일자리’로 꼽히는 제조업 분야 취업자 수는 5만6000명 줄어든 439만6000명으로 집계됐다.,MISSING_REQUIRED_SLOTS:time,취업자 수,PERSON,4396000.0,명,,,,,"{""산업"": [""제조업""]}","[""취업자 수"", ""제조업""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_68783c5d74281af2,FINAL_BLIND,,NO_HARD_GUARD_CANDIDATE,상용근로자 수,PERSON,237000.0,명,2024,년,,1964년생 상용근로자,"{""age"": [""60세""]}","[""상용근로자 수"", ""60세"", ""1964년생 상용근로자""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_68f111412bb9df44,RULE_DISCOVERY,그런데 1~4월 고등어 수출량은 3만7888톤으로 전년 동월(1만4178톤) 대비 167%나 폭증했다.,NO_HARD_GUARD_CANDIDATE,수출량,QUANTITY,37888.0,톤,2025년 1~4월,1~4월 누계,,,"{""품목"": [""고등어""]}","[""수출량"", ""고등어""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_696fd653e7921dfb,FINAL_BLIND,,NO_HARD_GUARD_CANDIDATE,예산,CURRENCY,2400.0,억원,2025,년,,,"{""item"": [""수출 바우처""], ""program_scope"": [""관세 대응 수출 바우처 포함""]}","[""예산"", ""수출 바우처"", ""관세 대응 수출 바우처 포함""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_6b36a4392062740e,RULE_DISCOVERY,"15일 한국수입자동차협회(KAIDA)에 따르면, 작년 수입 승용차 판매량은 26만3288대로 2023년 대비 2.9％ 줄었다.",NO_EVIDENCE_COORDINATE_CANDIDATE,수입 승용차 판매량,QUANTITY,263288.0,대,2024,년,한국,,"{""item"": [""수입 승용차""]}","[""수입 승용차 판매량"", ""수입 승용차"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_70931b90f2bda6d9,RULE_DISCOVERY,"하지만 지난 1분기까지 4개 분기 연속 성장률이 0.1%를 밑돌자, 경기 부양에 추가 재정을 투입할 수 있다고 공식화한 것이다.",NO_HARD_GUARD_CANDIDATE,성장률,RATE,0.1,%,2025년 1분기,분기,,,"{""연속 기간"": [""4개 분기""]}","[""성장률"", ""4개 분기""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_7555330ed60c895a,RULE_DISCOVERY,"국가데이터처가 22일 발표한 '2025년 8월 경제활동인구조사 근로형태별 부가조사'에 따르면, 지난 8월 기준 비정규직 근로자는 856만8000명으로 전년 동월 대비 11만 명 증가했다.",NO_EVIDENCE_COORDINATE_CANDIDATE,근로자 수,PERSON,8568000.0,명,2025년 8월,월,대한민국,근로자,"{""근로형태"": [""비정규직""]}","[""근로자 수"", ""비정규직"", ""근로자"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_7ad81eaa7dd92bd5,RULE_DISCOVERY,작년 대미 철강 수출액은 35억5000만달러(약 4조9000억원)였다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,수출액,CURRENCY,3550000000.0,미국 달러,2024년,년,미국,,"{""무역 상대국"": [""미국""], ""품목"": [""철강""]}","[""수출액"", ""미국"", ""철강""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_7e26ca8b021dc775,RULE_DISCOVERY,작년에도 대졸 실업률(5.8%)이 고졸(5.1%)을 웃돌았고 올 들어서도 이런 상황이 이어지고 있다.,NO_EVIDENCE_COORDINATE_CANDIDATE,실업률,RATE,5.8,%,2024년,년,한국,,"{""학력"": [""대졸""]}","[""실업률"", ""대졸"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_7e7c3ca7eabeece5,RULE_DISCOVERY,"올해 들어 소비자물가는 지난 1월(2.2%)부터 2월(2.0%), 3월(2.1%), 그리고 4월까지 넉 달 연속으로 2%대를 유지하고 있다.",TARGET_AMBIGUOUS_IN_SOURCE,소비자물가 상승률,RATE,2.0,%,올해 4월,월,대한민국,,{},"[""소비자물가 상승률"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_818db34e5f32e0ef,RULE_DISCOVERY,지난달 제조업 취업자는 439만7000명으로 전년 동월 대비 12만4000명 줄었다.,NO_HARD_GUARD_CANDIDATE,취업자,PERSON,4397000.0,명,2025년 4월,월,,취업자,"{""산업"": [""제조업""]}","[""취업자"", ""제조업""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MATCH,WITHIN_TOLERANCE,완료,Y,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7E06S_NEW&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=10,cc8f3c2b54711dba4beae3978eee08274ee852f85443a8b81b9b2294c43503a8
claim_8553de442b750f6e,RULE_DISCOVERY,"소비자물가는 작년 9월(1.6%)부터 12월(1.9%)까지 4개월간 1%대를 유지하다가, 올해 들어 지난 1월(2.2%)과 2월(2%)에 이어 세 달 연속으로 2%대를 기록했다.",NO_HARD_GUARD_CANDIDATE,소비자물가,PERCENT,2.0,%,2025년 3월,월,,,{},"[""소비자물가""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_863eebfa6f331bc6,RULE_DISCOVERY,"2일 한국수입자동차협회(KAIDA)에 따르면, 지난해 국내에서 판매된 수입 SUV는 12만7754대로 집계돼 세단(12만6881대)보다 많았다.",NO_HARD_GUARD_CANDIDATE,수입액,CURRENCY,127754.0,대,2024,년,전국,,"{""품목"": [""자동차""]}","[""수입액"", ""자동차"", ""전국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_86c3569ecb965994,FINAL_BLIND,,KOSIS_CATALOG_UNAVAILABLE,잠재성장률,RATE,3.0,%,2010년대,decade,대한민국,,{},"[""잠재성장률"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_876392cfe0983300,RULE_DISCOVERY,"올해 내수의 성장률 기여도는 0.8%포인트, 순수출 성장률 기여도는 0%포인트 정도로 봤다.",KOSIS_CATALOG_UNAVAILABLE,성장률 기여도,CONTRIBUTION,0.0,%포인트,2025년,년,,,"{""item"": [""순수출""]}","[""성장률 기여도"", ""순수출""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_8aa30da67bf9f7e7,RULE_DISCOVERY,"지난달 실업률은 3.8%로 2022년 1월(4.1%) 이후 가장 높았고, 청년 실업률은 5.9%로 6%에 육박했다.",AMBIGUOUS_MARGIN,실업률,RATE,5.9,%,2024년 12월,월,,청년,{},"[""실업률"", ""청년""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_8cae8d34eacd941c,RULE_DISCOVERY,농림축산식품부는 6일 올해 상반기 아이스크림 수출액이 6550만달러(894억원)를 기록했다고 밝혔다.,NO_HARD_GUARD_CANDIDATE,수출액,CURRENCY,6550.0,만달러,2025년 상반기,반기,대한민국,,"{""품목"": [""아이스크림""]}","[""수출액"", ""아이스크림"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_9560077fad71b3bd,RULE_DISCOVERY,9일 국회 보건복지위원회 소속 김선민(조국혁신당) 의원이 국가데이터처 자료를 분석한 결과 인구 감소 지역으로 지정된 전국 89개 시군구의 지난해 자살률은 인구 10만명당 36.3명이었다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,자살률,RATE,36.3,명/인구 10만명,2024년,년,전국 89개 시군구,인구 감소 지역으로 지정된 지역의 인구,{},"[""자살률"", ""인구 감소 지역으로 지정된 지역의 인구"", ""전국 89개 시군구""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_98c3281f01004e9b,RULE_DISCOVERY,"지난해 기준 65세 이상 연금 소득자의 월평균 연금 소득은 70~80만원 수준으로, 같은 해 1인 가구 월 최저 생계비(134만원)에 못 미친다는 설명이다.",NO_EVIDENCE_COORDINATE_CANDIDATE,월평균 연금 소득,CURRENCY,80.0,만원,지난해,월,,65세 이상 연금 소득자,{},"[""월평균 연금 소득"", ""65세 이상 연금 소득자""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_9db81e638a810385,RULE_DISCOVERY,1일 관세청은 이달 1~20일 대미 수출이 작년 같은 기간과 비교해 14.3% 급감한 61억8200만달러(약 8조7700억원)를 나타냈다고 밝혔다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,대미 수출액,CURRENCY,6182000000.0,미국 달러,2025-04-01/2025-04-20,월,대한민국,,"{""무역 상대국"": [""미국""]}","[""대미 수출액"", ""미국"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_9e3fa367e9e40c46,INTERMEDIATE_VALIDATION,"고용노동부가 사업체 5만여 곳을 대상으로 조사한 결과에 따르면 지난해 우리나라 근로자 월평균 명목임금은 407만9000원이고, 물가 수준을 고려한 실질임금은 월평균 357만3000원이다.",KOSIS_METADATA_UNAVAILABLE,물가상승률,RATE,4079000.0,원,2024,년,전국,,{},"[""물가상승률"", ""전국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_a2739266c650400b,RULE_DISCOVERY,2023년 말 약 1127조원으로 국내총생산(GDP)의 46.9%다.,CLAIM_PARSE_UNCERTAIN,,CURRENCY,1127.0,조원,2023년 말,,한국,,{},"[""한국""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_FREQUENCY,사전 구조화,N,,
claim_a39c95dc02922b4e,RULE_DISCOVERY,고령 돌봄 수요 확대 등에 따라 지난달 보건·사회복지서비스업 취업자 수는 323만4000명으로 전년 동월 대비 21만6000명 증가했다.,NO_HARD_GUARD_CANDIDATE,취업자 수,PERSON,3234000.0,명,2025년 6월,월,대한민국,취업자,"{""산업"": [""보건·사회복지서비스업""]}","[""취업자 수"", ""보건·사회복지서비스업"", ""취업자"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_a3d2eacdeae596da,RULE_DISCOVERY,"전국 농가 수는 1970년 약 248만3000가구였지만, 1984년 약 197만 3000가구로 처음 200만 가구 아래로 떨어진 뒤 2023년에는 100만 가구 선도 깨졌다.",NO_HARD_GUARD_CANDIDATE,농가 수,UNKNOWN,1973000.0,가구,1984년,년,전국,농가,{},"[""농가 수"", ""농가"", ""전국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_a4c35c85011066cd,RULE_DISCOVERY,"출생아 수는 1995년생(69만1226명)부터 60만명대로 내려앉고, 2001년생은 50만명대(55만9934명), 2002년생(49만6911명)부터는 40만명대로 줄어든다.",NO_HARD_GUARD_CANDIDATE,출생아 수,PERSON,691226.0,명,1995년,,,,"{""출생연도"": [""1995년생""]}","[""출생아 수"", ""1995년생""]",PRE_VERIFICATION,MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_FREQUENCY,사전 구조화,N,,
claim_a8ea1441d888bb96,RULE_DISCOVERY,작년까지만 해도 전문대 졸업자 실업률(4.8%)이 고졸 실업률(5.1%)보다 낮았다.,FETCH_FAILED,실업률,RATE,4.8,%,작년까지,,,,"{""학력"": [""전문대 졸업자""]}","[""실업률"", ""전문대 졸업자""]",PRE_VERIFICATION,MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_FREQUENCY,사전 구조화,N,,
claim_a91758e1b4b33569,RULE_DISCOVERY,분기별 출생아 수가 6만5000명을 넘어선 것 자체도 지난 2022년 1분기(6만8339명) 이후 3년 만이다.,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,출생아 수,PERSON,,명,2025년 1분기,분기,,출생아,{},"[""출생아 수"", ""출생아""]",PRE_VERIFICATION,MISSING_VALUE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_VALUE,사전 구조화,N,,
claim_a9e9a18c31e048f0,RULE_DISCOVERY,"2일 통계청이 발표한 ‘6월 소비자 물가 동향’에 따르면, 지난달 소비자물가 지수는 116.31(2020년=100)로 작년 동월 대비 2.2% 올랐다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,소비자물가지수,INDEX,116.31,지수(2020년=100),2025년 6월,월,대한민국,,"{""기준연도"": [""2020=100""]}","[""소비자물가지수"", ""2020=100"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_ab7eebfc50678e82,RULE_DISCOVERY,"실업률은 4% 수준이고, 작년 12월에는 일자리 25만개가 새로 만들어졌다.",CLAIM_PARSE_UNCERTAIN,실업률,RATE,4.0,%,,,,,{},"[""실업률""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_ac272991918f1c8e,RULE_DISCOVERY,국내 농가 수는 지난 2023년 99만9000가구를 기록하며 처음으로 100만 가구 아래로 떨어진 이후 하락세가 지속되고 있다.,NO_HARD_GUARD_CANDIDATE,농가 수,UNKNOWN,999000.0,가구,2023,년,국내,농가,{},"[""농가 수"", ""농가"", ""국내""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_accf2f7d9058e976,RULE_DISCOVERY,"통계청이 집계하는 가공식품 품목 73개 가운데 라면과 초콜릿(20.4%), 고추장(14.2%), 김치(14.2%), 빵(6.4%) 등 62개 가격이 올라 지난달 가공식품 물가는 4.6%나 뛰었다.",KOSIS_CATALOG_UNAVAILABLE,가공식품 가격,PERCENT,20.4,%,2025년 6월,월,대한민국,,"{""product"": [""라면과 초콜릿""]}","[""가공식품 가격"", ""라면과 초콜릿"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_afe4998fc4e1a479,RULE_DISCOVERY,지난달 20대 고용률은 60.7%로 전체 고용률(63.7%)보다 3%포인트 낮았다.,KOSIS_METADATA_UNAVAILABLE,고용률,RATE,60.7,%,2025년 9월,월,,20대,{},"[""고용률"", ""20대""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7002S&itmId=T90&prdSe=M&startPrdDe=202509&endPrdDe=202509&objL1=20,1218151f888621c5f9410436c9488abdc36b10b3e17b5a27321007dd9af735cb
claim_b0c618819d2bd081,RULE_DISCOVERY,키움증권은 올해 5월 19일 기준 국내 제약 바이오 기술 수출액이 62억달러(약 8조5500억원)에 달했다고 최근 밝혔다.,KOSIS_METADATA_UNAVAILABLE,기술 수출액,CURRENCY,62.0,억달러,올해 5월 19일,누계,국내,,"{""산업"": [""제약 바이오""]}","[""기술 수출액"", ""제약 바이오"", ""국내""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_b256cf2d4da2d9f2,INTERMEDIATE_VALIDATION,28일 한국수입자동차협회(KAIDA)에 따르면 작년 1~12월 1억원이 넘는 수입차는 총 6만2520대가 판매됐다.,KOSIS_CATALOG_UNAVAILABLE,수입차 판매 대수,QUANTITY,62520.0,대,2024,년,한국,수입차,"{""가격"": [""1억원 초과""]}","[""수입차 판매 대수"", ""1억원 초과"", ""수입차"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_b50c19825fa9649a,RULE_DISCOVERY,청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,AMBIGUOUS_MARGIN,고용률,RATE,,%,2024년 12월,월,,청년,{},"[""고용률"", ""청년""]",PRE_VERIFICATION,MISSING_VALUE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_VALUE,사전 구조화,N,,
claim_b667efa0aa57cc9a,RULE_DISCOVERY,"대미 수출액은 2021년 69억1200만달러에서 2022년 80억3000만달러, 2023년 80억8700만달러로 늘어왔다.",DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,대미 수출액,CURRENCY,8087000000.0,달러,2023,년,미국,,{},"[""대미 수출액"", ""미국""]",PRE_VERIFICATION,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,사전 구조화,N,,
claim_b771764a1b4cbdfa,RULE_DISCOVERY,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",LOW_SEMANTIC_SCORE,경제성장률,RATE,2.0,%,2020년대 이후,년,한국,,{},"[""경제성장률"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,FETCH_FAILED,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1YL20571&itmId=T10&prdSe=Y&startPrdDe=2020%EB%8C%80+%EC%9D%B4%ED%9B%84&endPrdDe=2020%EB%8C%80+%EC%9D%B4%ED%9B%84&objL1=00,
claim_bca90962953a18c9,FINAL_BLIND,,KOSIS_METADATA_UNAVAILABLE,수출액,CURRENCY,14.0,대,2024,년,,,"{""교역상대국"": [""미국""], ""품목"": [""반도체"", ""자동차""]}","[""수출액"", ""반도체"", ""자동차"", ""미국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_bf069e7a5b2482e3,RULE_DISCOVERY,"지난 1분기 25~34세 인구는 697만6000명으로, 작년 1분기(697만7000명)와 비슷했다.",NO_HARD_GUARD_CANDIDATE,인구,PERSON,6976000.0,명,2025년 1분기,분기,,25~34세 인구,"{""age"": [""25~34세""]}","[""인구"", ""25~34세"", ""25~34세 인구""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_c15918a1987e652a,RULE_DISCOVERY,"성장률이 3개 분기 연속으로 0.1% 이하를 기록한 것은 외환 위기 직격탄을 맞은 1997년 4분기(-0.6%), 1998년 1분기(-6.7%), 2분기(-0.8%) 이후 26년 만에 처음이다.",RELATIVE_TIME_UNRESOLVED,성장률,RATE,0.1,%,기사 발표 시점 기준 최근 3개 분기,분기,,,{},"[""성장률""]",COORDINATE_READY,,1,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,HUMAN_REVIEW,,RELATIVE_TIME_UNRESOLVED,최종 판정,N,,
claim_c320d346f775fb73,RULE_DISCOVERY,작년 남성 일반 혼인율은 9.9건으로 그해 혼인 건수(22만2412건)를 15세 이상 남성 인구(2245만9000명)로 나눈 후 1000을 곱한 값이다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,일반 혼인율,UNKNOWN,9.9,"건/1,000명",2024년,년,대한민국,"남성, 15세 이상","{""sex"": [""남성""], ""성별"": [""남성""], ""혼인 유형"": [""일반 혼인""]}","[""일반 혼인율"", ""남성"", ""일반 혼인"", ""남성, 15세 이상"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
